name,link_startupeu,link_logo,link_website,website_up,city,region,category,top_3_keywords,business_model,linkedin_global_profile,linkedin_handle,linkedin_valid,instagram_handle,instagram_valid,x_handle,x_valid,founded_year,age,total_funding_listing,headline_count,headlines,headline_financial_count,headline_funding,headline_acquisition_count,headline_bankruptcy_count,headline_non_financial_count,description_writing_score,description_market_readiness_score,description_founder_signal_score,description_word_count,description_jargon_density,description_numeric_evidence_count,status
Audvice,https://www.eu-startups.com/directory/audvice/,https://www.eu-startups.com/wp-content/uploads/2022/01/Audvice-150x150.png,audvice.com,True,Salzburg,Salzburg,Software & Analytics,"['voice messages', 'information', 'corporate']",B2B,False,,False,audvice,True,,False,2018,7,Between €1 million-€ 2.5 million,7,"['Exit: Salzburger Audio-Tech-Startup Audvice geht an Hype1000', 'Hype 1000 übernimmt Audvice', 'Audvice: Sechsstelliges Investment für Salzburger Audio-Tech-Startup', 'Audvice: Die App dieser Gründerin soll Meetings ersetzen', 'Audvice: Sechsstelliges Investment für Salzburger Audio-Tech Startup', 'Einfach mal Gründen: Sophie Bolzer von Audvice', 'audvice: Salzburger Gründerin Sophie Bolzer holt 1,9 Mio. Euro an Bord']",5,1900000,2,0,3,8,6,7,134,0.14,0,funding
triply,https://www.eu-startups.com/directory/triply/,https://www.eu-startups.com/wp-content/uploads/2022/01/1600087683740-150x150.jpg,triply.at,True,Linz,Upper Austria,Software & Analytics,"['mobility', 'data', 'transport']",B2B,False,triply-at,True,triply_reshaping_mobility,True,triply_at,True,2018,7,Between €1-€100K,4,"['Triply: Startup erstellt nachhaltiges Mobilitätskonzept für 4.600 Raiffeisen-Mitarbeiter:innen', 'Linzer Mobility-Startup triply erhält eine Million Euro frisches Kapital', 'Mobiltiäts-Optimierung: Linzer Startup ""triply"" sichert sich HYPO OÖ als Kunde - Linz', 'Mobility-Startup Triply sammelt eine Mio. Euro ein – Wien Energie beteiligt sich']",4,2000000,0,0,0,7,5,6,164,0.25,0,funding
Bimspot,https://www.eu-startups.com/directory/bimspot/,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-171428.png,bimspot.io,True,Vienna,Vienna,Software & Analytics,"['BIM', 'collaboration', 'technology']",B2B,False,bimspot,True,,False,bimspot_io,True,2018,7,No funding announced yet,0,[],0,0,0,0,0,7,6,5,56,0.25,0,no_funding
CASHY,https://www.eu-startups.com/directory/cashy/,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-112034.png,cashy.at,True,Vienna,Vienna,Professional Services,"['fintech', 'lending', 'pawn loan']",B2C,False,,False,cashy_official_,True,,False,2018,7,No funding announced yet,8,"['Cashy: Wiener Online-Pfandleihe-Startup erhält 6 Mio. Euro Investment', 'Online-Pfandleiher CASHY startet Internationalisierung mit Expansion nach Deutschland', 'CASHY neuer Premium-Sponsor des GAK', 'Kreditgeber im AK-Test: CASHY holt sich Spitzenbewertung bei Zinsen und Gebühren', 'Am Neubau: 1,7 Millionen Euro für das Finanzsoftware-Start up Cashy - Neubau', 'Cashy: Wiener Pfandleihe-Startup holt weitere 1,7 Millionen Euro', 'Cashy: Wiener Pfandleihe-FinTech holt sich erneut Millioneninvestment', 'Cashy erhält Millionensumme für kurzfristige Kredite ohne Bonität (Katharo Ventures • FinTech • Expansion)']",7,10300000,0,0,1,7,7,5,56,0.25,0,funding
INNIO Group,https://www.eu-startups.com/directory/innio-group/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-31-140756-150x144.png,innio.com,True,Tirol,Tyrol,Energy,"['gas engines', 'power generation', 'renewable solutions']",B2B,False,innio-group,True,innio_group,True,innio_group,True,2018,7,No funding announced yet,5,"['10. Nachhaltigkeitsfrühstück bei der INNIO Group in Jenbach', 'Innio Group ehrt 175 langjährige Jenbacher MitarbeiterInnen', 'Rag Austria nutzt innovative Wasserstoffenergielösung der Innio Group', 'INNIO Group erweitert Kapazität bei Metadynea', 'Innio Group und Energie SaarLorLux planen klimaneutrale Energieerzeugung bis spätestens 2032']",0,0,0,0,6,8,8,7,92,0.25,2,no_funding
Happy Plates,https://www.eu-startups.com/directory/happy-plates/,https://www.eu-startups.com/wp-content/uploads/2021/12/download-4-5-150x79.png,happyplates.com,True,Vienna,Vienna,Media & Entertainment,"['meal planning', 'fresh cooking', 'healthy eating']",B2C,False,happyplates,True,happyplates_com,True,,False,2018,7,Between €1 million-€ 2.5 million,7,"['Happy Plates kauft Rezept-Riesen ichkoche.at nach Millionen-Investment', 'Happy Plates: Wiener Startup holt Millioneninvestment und übernimmt ichkoche.at', 'Happy Plates: Das Rezept bestimmt die Online-Bestellung', '„Ein glücklicher Zufall“ – Happy Plates über ichkoche.at-Übernahme und Investment', '»Happy Plates«: die revolutionäre Kochplattform', 'Happy Plates: Pusher für den Online-Lebensmittelhandel', '""happycart"" - Happy Plates will Einkaufserlebnis mit smarter App revolutionieren']",4,0,1,0,3,7,5,6,92,0.0,0,probably_funding
OKTAV,https://www.eu-startups.com/directory/oktav/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-28-165534-32.png,oktav.com,True,Linz,Upper Austria,Education,"['sheet music', 'subscriptions', 'machine learning']",B2C,False,oktav-com,True,oktavcom,True,,False,2018,7,Between €500K-€ 1 million,3,"['Oktav: Linzer Klavierplattform launcht iOS-Noten-App', '#glaubandich Challenge: Musik-Startup Oktav siegt beim City-Pitch in Salzburg', 'OKTAV erhält Investment von SEO-Guru Franz Enzenhofer']",3,0,0,0,0,8,7,6,66,0.15,2,probably_funding
Orderlion,https://www.eu-startups.com/directory/orderlion/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-28-154927-07-150x53.png,orderlion.com,True,Vienna,Vienna,AgTech/FoodTech,"['F&B', 'digitise', 'customer relationships']",B2B,False,orderlion,True,,False,,False,2018,7,Between €1 million-€ 2.5 million,8,"['Millionen-Investment für Orderlion: Co-Founder von Planradar und Anyline steigen ein', 'Zwei neue Investoren: Eine Mio. Euro für Orderlion', 'Konsolidierung in der Gastro: Orderlion kauft Wein-Startup Grapevine', 'Gründer*in der Woche: Orderlion - das Shopify der B2B Food Supply Chain', 'Valerie Pretscher neue Expansions-Leiterin bei Orderlion', 'Strategische Partnerschaft: Fruchtmanager und Primeur kooperieren mit Orderlion', 'Wiener Startup Orderlion will B2B-Lebensmittelmarkt vom Faxgerät erlösen', 'Orderlion: Wiener Gastro-Bestellplattform erhält eine Million Euro']",5,2000000,1,0,3,7,6,5,66,0.15,0,funding
Monkee,https://www.eu-startups.com/directory/monkee/,https://www.eu-startups.com/wp-content/uploads/2021/12/gfoetmrjggjabukl3xfs-150x150.png,monkee.rocks,True,Innsbruck,Tyrol,FinTech/InsurTech,"['financial health', 'gamification', 'saving']",B2C,False,monkee-rocks,True,monkee_rocks,True,,False,2018,7,Between €100K-€500K,6,"['Monkee und Vereinigte Volksbank Raiffeisenbank kooperieren', 'monkee: Tiroler FinTech kooperiert mit Raiffeisenbank', 'Monkee: Geldspar-App als Antithese zu Robinhood- und Bitcoin-Zockerei', 'Monkee: Die App der Tiroler Gründer hilft Nutzern, Geld zu sparen', 'Fintech-Volksbank steigt bei Cashback-App Monkee ein', '» Finanzielle Gesundheit: Tiroler erhalten hohes Investment für FinTech „Monkee“ osttirol-heute.at']",5,0,1,0,0,8,6,5,116,0.25,0,probably_funding
StreamTV Media,https://www.eu-startups.com/directory/streamtv-media/,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-26-151403-150x148.png,stream.tv,True,Steyr,Upper Austria,Media & Entertainment,"['live streaming', 'media', 'products']",B2C,False,streamtv-media-gmbh,True,,False,,False,2018,7,Between €1 million-€ 2.5 million,3,"['StreamTV Media GmbH, Steyr, Österreich', 'StreamTV Media GmbH', 'OWN3D erhält Millioneninvestment und bündelt unter StreamTV alle Geschäftsfelder']",1,1000000,0,0,5,6,5,5,85,0.2,1,funding
ilvi,https://www.eu-startups.com/directory/ilvi-gmbh/,https://www.eu-startups.com/wp-content/uploads/2021/12/uud6dzewjuy5hzndd8xg-150x53.jpg,ilvi.io,True,Gleisdorf,Styria,Health,"['mobile', 'clinical', 'workflows']",B2B,False,ilvi,True,ilvi_official,True,,False,2018,7,Between €100K-€500K,6,"['Gleisdorf: Software-Start-up ""ilvi"" insolvent: Sanierung als letzte Chance - Weiz', 'Erfolgsgeschichte „ilvi“ geht weiter', 'Firma soll saniert werden: 1,6 Millionen Euro Schulden: Die „ilvi GmbH“ aus Gleisdorf ist zahlungsunfähig', 'Grazer Gesundheitsprojekt „ilvi“ erneut ausgezeichnet', 'ilvi: Steirisches MedTech meldet Insolvenz an, Passiva bei 1,8 Mio. Euro', 'Millionen-Insolvenz: Steirische Health-Tech-Firma schlittert in Pleite']",2,0,0,3,3,7,7,6,134,0.25,0,probably_funding
TTTech Auto,https://www.eu-startups.com/directory/tttech-auto/,https://www.eu-startups.com/wp-content/uploads/2021/12/Capture4-150x35.png,tttech-auto.com,True,Vienna,Vienna,Mobility,"['automated driving', 'safety', 'technology solutions']",B2B,False,tttech-auto,True,,False,,False,2018,7,No funding announced yet,8,"['Einer der weltgrößten Chipkonzerne kauft das Wiener Unternehmen TTTech Auto', 'Die Hintergründe des 625-Millionen-Dollar-Deals für TTTech Auto', 'Folgt auf Dirk Linzmeier: Stefan Poledna neuer CEO von TTTech Auto', 'NXP übernimmt TTTech Auto: Ein strategischer Meilenstein für die Zukunft der Software-definierten Fahrzeuge', 'Nach Millionen-Deal: Wie es mit TTTech Auto weitergeht', 'Nach 625-Millionen-Dollar-Deal: TTTech Auto erhält einen neuen CEO', 'TTTech Auto gewinnt Auftrag für Softwarelösung „MotionWise Schedule“', 'TTTech Auto wird für 625 Millionen Dollar an niederländischen Chiphersteller verkauft']",5,0,1,0,2,7,6,7,66,0.25,0,no_funding
Velonto,https://www.eu-startups.com/directory/velonto/,https://www.eu-startups.com/wp-content/uploads/2021/12/vdkjdxqg0n2lfylpr33j-150x150.png,,False,Linz,Upper Austria,Software & Analytics,"['urban delivery', 'platform', 'regionality']",B2B2C,False,,False,velonto,True,,False,2018,7,No funding announced yet,3,"['Velonto: Exit für Linzer ""lokales Amazon"" von 19-jährigen Gründern', 'Velonto: Linzer Teenager schaffen in der Krise einen Exit', '""Lokales Amazon"": Neuer CEO für Linzer Liefer-Start-up Velonto - Linz']",2,0,1,0,1,7,5,6,66,0.15,0,inactive
ImageBiopsy lab,https://www.eu-startups.com/directory/imagebiopsy-lab-2/,https://www.eu-startups.com/wp-content/uploads/2021/12/Image-Biopsy-lab-1-150x71.png,imagebiopsy.com,True,Vienna,Vienna,Software & Analytics,"['MSK', 'AI', 'platform']",B2B,True,imagebiopsy-lab,True,,False,imagebiopsylab,True,2017,8,Between €5 million-€10 million,4,"['ImageBiopsy Lab: Wie ein KI-Tool aus Österreich zum Gamechanger bei Osteoporose wird', 'ImageBiopsy Lab: Millionensumme für das Health-AI-Startup, das Röntgenbilder analysiert', 'Die besten KI-gestützten Technologien für die muskuloskelettale (MSK) Bildgebung: ImageBiopsy Lab und Radiobotics unterzeichnen eine Kooperationsvereinbarung', 'KI- Innovation zur automatischen Erkennung und Klassifizierung von osteoporotischen Frakturen der Wirbelsäule in CT-Scans - ImageBiopsy Lab bringt IB Lab FLAMINGO auf den Markt']",3,1000000,0,0,1,7,6,7,102,0.25,0,funding
bsurance,https://www.eu-startups.com/directory/bsurance/,https://www.eu-startups.com/wp-content/uploads/2020/10/Logo_bsurance-500x500-150x150.png,bsurance.com,True,Vienna,Vienna,FinTech/InsurTech,"['insurance', 'B2C', 'digital']",B2B2C,False,bsurance,True,,False,bsurance,True,2017,8,Between €2.5 million-5 million,7,"['bsurance: Founderteam verlässt Wiener InsurTech, Uniqa Ventures stockt auf', 'Hermann Fried neuer Geschäftsführer und Chief Insurance Officer bei InsurTech bsurance', 'Uniqa und bsurance versichern Küchengeräte', 'bsurance: Wiener InsurTech-Startup holt sich vier Mio. Euro bei Uniqa und René Benko', 'InsurTech Start-up bsurance erhält Investment in Millionenhöhe', '4 Mio. Euro Investment für Wiener InsureTech-Startup bsurance', 'Ex-Wiener Städtische-Vorstand Fried wird Geschäftsführer bei bsurance']",5,4000000,0,0,2,7,7,6,174,0.25,0,funding
Tubics,https://www.eu-startups.com/directory/tubics-2/,https://www.eu-startups.com/wp-content/uploads/2022/10/1635508075853-150x150.jpeg,tubics.com,True,Vienna,Vienna,Software & Analytics,"['YouTube', 'content', 'platform']",B2B,False,tubics,True,,False,tubics1,True,2017,8,Between €1 million-€ 2.5 million,4,"['Tubics: Wiener Startup erhält Millionen-Investment', 'Wiener Startup tubics wird zur YouTube-Agentur', 'Sechsstelliges Investment für YouTube-Marketing-Startup tubics aus Wien', 'Tubics gewinnt Millionenauftrag der deutschen Krankenkasse AOK']",4,6000000,0,0,0,8,8,6,66,0.18,1,funding
Point of New,https://www.eu-startups.com/directory/point-of-new-e-u/,https://www.eu-startups.com/wp-content/uploads/2020/08/point-of-new-e.U.-innovation-management-workshops-and-trainings-Kopie-150x140.jpg,pointofnew.at,True,Vienna,Vienna,Professional Services,"['Creativity', 'Innovation', 'Coaching']",B2B,False,pointofnew,True,,False,,False,2017,8,No funding announced yet,0,[],0,0,0,0,0,7,4,5,56,0.25,0,no_funding
BALLDESIGNER,https://www.eu-startups.com/directory/balldesigner/,https://www.eu-startups.com/wp-content/uploads/2020/08/BALLDESIGNER-logo-150x150.png,ball.design,True,Gallspach,Upper Austria,Software & Analytics,"['AI-Design', 'sportballs', 'custom']",B2B,False,balldesigner,True,balldesigner,True,,False,2017,8,Between €100K-€500K,2,"['Balldesigner und Soccerpark Salzburg: Erstes Testcenter für aerodynamische Fußbälle in Österreich ab 2025', 'Balldesigner für den Sport Technology Award 2025 nominiert – Innovationskraft aus Österreich überzeugt']",2,0,0,0,0,7,5,6,83,0.2,0,unclear
LAMA App,https://www.eu-startups.com/directory/lama-app/,https://www.eu-startups.com/wp-content/uploads/2020/08/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE4LzAyLzI2LzIyNjg3MGM3ZTcyN2YyNzE2NGJjZTIzNTBiN2U3Yzcx-1.jpg,lama-app.com,True,Vienna,Vienna,Other,"['experts', 'content', 'advertising']",B2C,True,lama-app,True,,False,,False,2017,8,No funding announced yet,0,[],0,0,0,0,0,6,4,5,25,0.2,0,no_funding
Storyblok,https://www.eu-startups.com/directory/storyblok-3/,https://www.eu-startups.com/wp-content/uploads/2021/08/Storyblok-Editor-150x97.png,storyblok.com,True,Linz,Upper Austria,Media & Entertainment,"['headless CMS', 'content experiences', 'API']",B2B,False,storyblok,True,storybloklife,True,storyblok,True,2017,8,Between €10 million-€25 million,7,"['Storyblok - Baukasten für Geschichten', 'Storyblok: Linzer Content-Management-Scaleup holt sich 80 Millionen US-Dollar Investment', '80-Millionen-Euro-Investment für Linzer Start-up Storyblok', 'Storyblok sichert sich 80 Millionen US-Dollar in Series-C-Finanzierungsrunde', 'Storyblok: 74 Millionen Euro für ""Double-Down in Amerika""', 'Storyblok investiert in KI: 80 Millionen Dollar Investment für Linzer Start-up - Linz', 'Pitchdeck: Mit diesen Slides sammelte Storyblok 73 Millionen ein']",6,329000000,0,0,0,8,9,7,108,0.25,3,funding
WisR,https://www.eu-startups.com/directory/wisr-gmbh/,https://www.eu-startups.com/wp-content/uploads/2019/07/Logo_ohne-Text_groß-150x142.png,growwisr.com,True,Vienna,Vienna,Other,"['Demografischen Wandel', 'Belegschaft', 'Ruhestandsalter']",B2B,False,,False,growwisr,True,,False,2017,8,No funding announced yet,7,"['Goodbye, Wisr: Wiener HR-Startup für ältere Menschen muss zusperren', 'Aus für Wiener Startup WisR: ""Reihe an Challenges seit der Covid-Krise""', 'Wiener Social Impact Startup WisR erhält Investment in Höhe von EUR 250.000', 'Jobs für Pensionisten: Start-Up WisR wollte 400.000 Euro bei ""2 Minuten 2 Millionen"" - Wien', 'Wisr reports surge in loan originations', 'Strategiewechsel beim Wiener Startup WisR', 'Wisr grows loan book over 3Q25']",3,250000,0,2,2,6,3,4,25,0.2,0,funding
Cleanhearing,https://www.eu-startups.com/directory/cleanhearing/,https://www.eu-startups.com/wp-content/uploads/2021/07/icon-150x161.png,cleanhearing.com,True,Spittal an der Drau,Carinthia,Health,"['tinnitus', 'therapy', 'technology']",B2C,False,cleanhearing,True,,False,,False,2017,8,No funding announced yet,1,"['Silentium Tech receives regulatory approval from SAHPRA to bring new tinnitus treatment, Cleanhearing Sono, to South Africa.']",1,0,0,0,0,8,7,8,239,0.25,1,no_funding
boomerank,https://www.eu-startups.com/directory/boomerank/,https://www.eu-startups.com/wp-content/uploads/2021/06/boomerank-logo-blau-150x43.png,boomerank.io,True,Wolkersdorf im Weinviertel,Lower Austria,Software & Analytics,"['eCommerce', 'AI', 'performance']",B2B,False,,False,boomerankagency,True,boomerankapp,True,2017,8,Between €100K-€500K,3,"['Boomerank: NÖ E-Commerce-Assistent Startup erhält sechsstelliges Investment', 'Boomerank: NÖ-E-Commerce-Startup sichert sich sechsstelliges Investment', 'Aus Boomerank wird Shopstory. Und 2,2 Millionen Euro gibts obendrauf.']",3,2200000,1,0,0,7,6,5,104,0.25,1,funding
Startaparat,https://www.eu-startups.com/directory/startaparat/,https://www.eu-startups.com/wp-content/uploads/2018/06/startaparat-150x140.png,startaparat.com,True,Vienna,Vienna,Professional Services,"['startups', 'creativity', 'innovation']",B2B,False,startaparat,True,,False,,False,2017,8,No funding announced yet,1,['Wiener Agentur Startaparat expandiert nach Dubai'],1,0,0,0,0,7,6,9,263,0.25,1,no_funding
SHARK-Bike,https://www.eu-startups.com/directory/shark-bike/,https://www.eu-startups.com/wp-content/uploads/2021/05/1589888272473-150x150.png,shark-bike.com,True,Vienna,Vienna,Mobility,"['sustainable mobility', 'SHARK-Bike', 'carbon footprint']",B2C,False,shark-bike,True,sharkbike.ktm,True,,False,2017,8,No funding announced yet,0,[],0,0,0,0,0,7,6,5,104,0.25,2,no_funding
dinster.at,https://www.eu-startups.com/directory/dinster-at/,https://www.eu-startups.com/wp-content/uploads/2018/02/dinster-1-150x150.jpg,,False,Wien,Vienna,Professional Services,"['Empfehlungsportal', 'Dienstleistungen', 'Premium-Accounts']",B2C,False,,False,dinster.at,True,,False,2017,8,No funding announced yet,1,['dinster.at'],0,0,0,0,1,6,5,5,239,0.1,1,inactive
reposée,https://www.eu-startups.com/directory/reposee/,https://www.eu-startups.com/wp-content/uploads/2018/03/reposee-150x60.png,reposee.com,True,Vienna,Vienna,PropTech,"['weekend houses', 'sharing', 'rental']",B2C,False,,False,findyourreposee,True,,False,2017,8,No funding announced yet,0,[],0,0,0,0,0,7,6,5,239,0.1,1,no_funding
Mostly AI,https://www.eu-startups.com/directory/mostly-ai/,https://www.eu-startups.com/wp-content/uploads/2021/03/gs0rwlitxma2hbrnkht2-150x150.png,mostly.ai,True,Vienna,Vienna,Software & Analytics,"['privacy', 'big data', 'applications']",B2B,True,mostlyai,True,,False,mostly_ai,True,2017,8,Between €5 million-€10 million,5,"['25-Millionen-Dollar-Investment für Wiener Start-up Mostly AI', 'Tobias Hann ist neuer CEO des Synthetic Data-Startups Mostly AI', 'mostly AI: 25 Millionen US-Dollar Investment für Wiener Daten-Startup', 'Mostly AI: Wiener AI-Startup holt sich 5 Millionen Dollar Investment', 'MOSTLY AI Unveils Open-Source Toolkit for Synthetic Data Generation']",4,24000000,0,0,1,7,5,6,10,0.3,0,funding
